Test Result UID,Sample Name,Sample Type,Test Time,Receival Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
jqwdGdDPLMiYEzE3r,Money Maker - Batch Test - 3,Flower,2016-02-11,2016-02-09,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.06,0.05,0.0,0.13,0.2,0.0,0.03,0.03,0.0,0.0,NaN,11.0,NaN,NaN,0.03,0.03,NaN,0.0,NaN,NaN,NaN,0.03,0.02,10.0
jtRXNtDLKqZ4p2nC7,Apollo 13,Flower,2017-03-21,2017-03-17,50,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.08,0.07,0.0,0.35,0.92,0.0,0.04,0.13,0.0,0.0,NaN,17.5,NaN,NaN,0.08,0.09,NaN,0.44,NaN,NaN,NaN,0.48,0.19,14.0
jtcusdo5THLcdWGGP,Cosmic Queen #3,Flower,2018-03-05,2018-03-05,159,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.02,0.03,0.09,0.07,0.0,0.17,0.49,0.0,0.08,0.51,0.01,0.0,NaN,2.1,0.01,19.68,0.01,0.01,0.33,0.01,NaN,NaN,0.3,0.12,0.07,8.23
jxMSktBb884E5suLN,Quantum Kush,Flower,2015-12-10,2015-12-05,48,NaN,NaN,0.0,0.03,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.01,0.0,0.17,0.11,0.0,0.49,0.27,0.17,0.1,0.53,0.0,0.0,NaN,25.5,NaN,NaN,0.11,0.06,NaN,0.0,NaN,NaN,NaN,0.8,0.53,14.0
jxQjvf56aja3u9LfZ,Estate,Flower,2015-12-10,2015-12-07,NaN,NaN,NaN,0.0,0.0,NaN,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.2,0.0,0.03,0.07,0.01,0.13,0.03,0.15,0.03,0.05,0.01,0.0,NaN,11.3,NaN,NaN,0.13,0.04,NaN,0.01,NaN,NaN,NaN,1.46,0.18,10.0
k4St5FqBuqNvic7gQ,1,Flower,2017-02-22,2017-02-20,200,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.17,0.05,0.0,0.58,0.1,0.0,0.1,0.51,0.0,0.0,NaN,21.6,NaN,NaN,0.16,0.17,NaN,0.19,NaN,NaN,NaN,1.98,0.23,12.0
kEsvY5WGum8Qy36pA,Tangerine Cookies SW,Flower,2018-01-03,2018-01-03,NaN,0.0,0.0,NaN,NaN,NaN,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.53,0.0,0.09,0.08,0.04,0.16,0.27,0.15,0.11,0.1,0.04,0.02,NaN,0.38,0.01,19.49,0.01,0.01,0.35,0.01,NaN,NaN,0.92,0.01,0.01,12.74
kHXiJ3XADcHcYLFaT,Mother Tongue,Flower,2017-03-17,2017-03-15,48,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.3,0.0,0.01,0.08,0.0,0.0,NaN,18.1,NaN,NaN,0.12,0.09,NaN,0.16,NaN,NaN,NaN,0.49,0.25,11.0
kKmHMZ8PydsZXsuPg,Atonic 2,Flower,2016-02-16,2016-02-12,204,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.06,0.04,0.2,0.0,0.07,0.73,0.0,0.09,0.11,0.0,0.02,NaN,0.5,NaN,NaN,0.0,0.0,NaN,15.21,NaN,NaN,NaN,0.13,0.39,9.0
kP2nwYs7Xrmo2oz3W,Gorilla Glue #4,Flower,2017-12-18,2017-12-18,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.0,0.27,0.05,0.0,0.73,0.21,0.0,0.07,0.4,0.0,0.0,NaN,0.81,0.01,26.01,0.01,0.01,0.35,0.01,NaN,NaN,0.43,0.01,0.04,15.65
kPSMCHsJmt6wRm2qL,Cookies n' Cream - 3,Flower,2017-02-09,2017-02-07,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.26,0.0,0.0,0.6,0.26,0.0,0.02,0.14,0.0,0.0,NaN,21.6,NaN,NaN,0.0,0.1,NaN,0.13,NaN,NaN,NaN,1.21,0.2,12.0
kX7PHgqfuvRoQHxzA,Death Bear OG #4,Flower,2017-10-16,2017-10-16,163,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.16,0.0,0.01,0.05,0.04,0.04,0.0,0.24,0.22,0.0,0.06,0.29,0.0,0.0,NaN,0.62,0.01,28.52,0.01,0.01,0.2,0.01,NaN,NaN,1.27,0.09,0.09,11.05
kaiMBojGk7KXmhNWo,Chem Sour,Flower,2016-08-16,2016-08-16,225,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.15,0.02,0.0,0.35,0.06,0.0,0.03,0.15,0.0,0.0,NaN,19.8,NaN,NaN,0.12,0.08,NaN,0.17,NaN,NaN,NaN,0.41,0.24,12.0
kdAksmuvFQQm3pxf7,Platinum OG,Flower,2016-12-15,2016-12-13,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04,0.08,0.02,0.0,0.32,0.19,0.0,0.05,0.22,0.0,0.0,NaN,21.8,NaN,NaN,0.11,0.18,NaN,0.17,NaN,NaN,NaN,0.97,0.21,13.0
keoSiGeuQB5xoshtn,@Poofdaddy__ Pugsbreath,Flower,2017-12-08,2017-12-08,3,0.0,0.0,NaN,NaN,NaN,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.03,0.0,0.08,0.0,0.08,0.07,0.16,0.11,0.5,0.0,0.0,NaN,0.14,0.01,19.2,0.01,0.01,0.0,0.01,NaN,NaN,0.15,0.01,0.0,10.07
kiiYy3RqYfk2MXA23,Master Kush,Flower,2017-02-28,2017-02-27,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.01,0.0,0.02,0.0,0.04,0.48,0.0,0.04,0.2,0.0,0.0,NaN,18.0,NaN,NaN,0.07,0.18,NaN,0.17,NaN,NaN,NaN,0.55,0.18,10.0
kjjKHiE2b2so522WQ,Pennywise,Flower,2015-06-20,2015-06-17,160,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.04,0.09,0.0,0.02,0.03,0.0,0.01,NaN,5.9,NaN,NaN,0.03,0.03,NaN,4.9,NaN,NaN,NaN,0.2,0.22,8.0
kmRyyRhR7xTCojNjM,Trainwreck Distillate,Flower,2017-05-29,2017-05-25,3,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.53,0.39,0.0,0.59,0.12,0.0,0.0,0.0,0.0,0.0,0.1,53.9,NaN,NaN,0.2,3.11,0.0,1.0,NaN,NaN,0.82,1.7,1.09,NaN
kmerKgviq8fA8maeZ,OG 18,Flower,2017-07-11,2017-07-11,14,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.03,0.0,0.33,0.2,0.0,0.05,0.35,0.0,0.0,NaN,0.95,0.01,18.78,0.01,0.01,0.35,0.01,NaN,NaN,1.55,0.0,0.01,12.66
knkFHu2fwukuXoPWY,Illudium (Q36),Flower,2016-03-29,2016-03-25,NaN,NaN,NaN,0.0,0.17,NaN,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,NaN,11.7,NaN,NaN,0.09,0.03,NaN,0.0,NaN,NaN,NaN,0.59,0.15,10.0
koda52Q9SjbaWNzhR,Purple Trainwreck,Flower,2017-05-09,2017-05-05,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.15,0.0,0.11,0.11,0.18,0.13,0.54,0.0,0.0,12.8,1.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.54,0.0,0.0,NaN
kpnzL8GBdDSPJauKN,Agent Orange,Flower,2015-08-27,2015-08-21,48,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.07,0.01,0.0,0.14,0.56,0.07,0.0,0.12,0.0,0.0,NaN,14.4,NaN,NaN,0.05,0.05,NaN,0.01,NaN,NaN,NaN,0.33,0.16,12.0
ktkDBWoyg4yz9phc4,Dragon's Breath x Belladonna,Flower,2016-02-04,2016-02-03,181,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.03,0.06,0.22,0.0,0.2,0.25,0.11,0.1,0.1,0.0,0.0,NaN,18.9,NaN,NaN,0.08,0.02,NaN,0.01,NaN,NaN,NaN,1.94,0.04,12.0
kxogyfuGQz9FJCy9C,1-14,Flower,2017-01-18,2017-01-16,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.76,0.0,0.1,0.04,0.01,0.29,0.2,0.31,0.06,0.1,0.0,0.0,NaN,11.5,NaN,NaN,0.1,0.11,NaN,0.13,NaN,NaN,NaN,1.34,0.32,17.0
kynaruGxp39TqwHzW,Fruity Chronic Juice,Flower,2016-12-02,2016-12-01,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.27,0.0,0.06,0.55,0.0,0.07,0.01,0.0,0.0,NaN,19.3,NaN,NaN,0.0,0.11,NaN,0.0,NaN,NaN,NaN,0.51,0.2,9.0
kzGGYc7MQW8JKfGq3,White Biker #5,Flower,2017-03-08,2017-03-07,37,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.05,0.05,0.0,0.23,0.07,0.0,0.09,0.51,0.0,0.0,NaN,15.4,NaN,NaN,0.1,0.09,NaN,0.14,NaN,NaN,NaN,0.96,0.18,13.0
m5iDRbYZca2sDWbYZ,6,Flower,2017-02-22,2017-02-20,200,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.19,0.05,0.0,0.62,0.43,0.0,0.1,0.58,0.0,0.0,NaN,27.5,NaN,NaN,0.13,0.1,NaN,0.15,NaN,NaN,NaN,1.38,0.25,12.0
m7LW2oeCj6D4m6kJR,Garlic Cookie,Flower,2017-12-18,2017-12-18,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.07,0.25,0.06,0.0,0.62,1.03,0.0,0.08,0.58,0.0,0.0,NaN,0.62,0.01,30.71,0.01,0.01,0.39,0.01,NaN,NaN,1.43,0.12,0.03,12.41
mACLch4dAvo5gciCb,Walking Death,Flower,2016-08-25,2016-08-25,239,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.24,0.0,0.04,0.41,0.0,0.1,0.07,0.0,0.0,NaN,9.3,NaN,NaN,0.0,0.12,NaN,0.13,NaN,NaN,NaN,0.21,0.12,12.0
mAoc6Dhw5THQGxohA,Black Dog (S.W),Flower,2017-11-18,2017-11-18,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.04,0.04,0.03,0.0,0.24,0.23,0.0,0.04,0.24,0.0,0.0,NaN,0.68,0.01,21.04,0.01,0.01,0.23,0.01,NaN,NaN,0.71,0.05,0.12,9.1
mBQbS2jmktcR5LiPX,Girl Scout Cookies,Flower,2016-10-04,2016-10-03,48,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.02,0.31,0.03,0.0,0.68,0.26,0.0,0.05,0.27,0.0,0.0,NaN,20.2,NaN,NaN,0.08,0.08,NaN,0.13,NaN,NaN,NaN,1.03,0.25,12.0
mBfJgYsTg8awTbRWB,#2,Flower,2015-06-30,2015-06-25,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.1,0.0,0.17,0.13,0.0,0.09,0.45,0.01,0.0,NaN,18.6,NaN,NaN,0.04,0.05,NaN,0.01,NaN,NaN,NaN,0.26,0.07,10.0
mCNpaqukuNZEHqZMv,Killer Queen,Flower,2017-04-17,2017-04-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.02,0.04,0.01,0.0,0.21,0.15,0.0,0.04,0.17,0.0,0.0,NaN,17.4,NaN,NaN,0.11,0.09,NaN,0.15,NaN,NaN,NaN,0.58,0.22,10.0
mCv4z68M3tPrStzBh,Scout - 1,Flower,2016-06-23,2016-06-22,80,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.24,0.03,0.0,0.7,0.16,0.0,0.07,0.34,0.0,0.0,NaN,25.8,NaN,NaN,0.12,0.1,NaN,0.19,NaN,NaN,NaN,0.69,0.3,14.0
mDtunpYcFTfDBwKq4,Raspberry Smash,Flower,2016-04-04,2016-04-01,74,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.09,0.27,0.0,0.03,0.14,0.0,0.0,NaN,21.9,NaN,NaN,0.21,0.34,NaN,0.38,NaN,NaN,NaN,1.02,0.28,14.0
mHsv78nJnSqkKSWNB,Crockett's Confidential,Flower,2016-12-20,2016-12-19,222,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.04,0.03,0.0,0.25,0.3,0.0,0.06,0.29,0.0,0.0,NaN,20.6,NaN,NaN,0.06,0.09,NaN,0.14,NaN,NaN,NaN,0.44,0.22,11.0
mRdQBdnzW43Yd5dYk,Pugs Breath,Flower,2017-07-06,2017-07-06,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.07,0.0,0.0,0.23,0.28,0.0,0.0,0.09,0.0,0.0,NaN,1.54,0.01,19.89,0.01,0.01,0.21,0.01,NaN,NaN,1.02,0.08,0.01,12.52
mWwS9ocfeokSJSmQd,AC/DC x Querkle HB,Flower,2016-11-07,2016-11-07,42,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.03,0.0,0.15,0.0,0.04,0.73,0.0,0.03,0.02,0.0,0.0,NaN,4.2,NaN,NaN,0.0,0.08,NaN,6.2,NaN,NaN,NaN,0.33,0.37,13.0
mYGfbFm2yj7HGn9vR,Dubble Sour (SDxLR 2),Flower,2016-12-29,2016-12-23,37,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.05,0.03,0.0,0.25,0.48,0.0,0.05,0.42,0.0,0.0,NaN,13.7,NaN,NaN,0.0,0.06,NaN,0.33,NaN,NaN,NaN,0.38,0.17,12.0
mYdH533xironbTdMY,Wizzard Glue #4,Flower,2017-08-02,2017-08-02,12,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.03,0.0,0.17,0.0,0.04,0.81,0.0,0.11,0.16,0.0,0.0,NaN,1.34,0.01,17.82,0.01,0.01,0.01,0.01,NaN,NaN,0.45,0.01,0.05,9.08
maDxErZ4rQoemg87b,Organic Chocolope,Flower,2017-01-12,2017-01-09,140,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.1,0.27,0.09,0.85,0.0,0.0,NaN,21.8,NaN,NaN,0.18,0.0,NaN,0.21,NaN,NaN,NaN,2.36,0.25,11.0
mbjBspT3ZBEjHC7zv,Quantum Kush,Flower,2015-07-29,2015-07-28,48,NaN,NaN,0.0,0.05,NaN,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.19,0.0,0.0,0.0,0.16,0.13,0.0,0.45,0.16,0.11,0.13,0.64,0.0,0.0,NaN,22.9,NaN,NaN,0.06,0.04,NaN,0.03,NaN,NaN,NaN,0.35,0.19,11.0
md9tsD43bzbHLv2LQ,AC/DC x Querkle #1,Flower,2015-10-19,2015-10-19,42,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.06,0.14,0.0,0.19,0.79,0.14,0.01,0.06,0.0,0.0,NaN,12.0,NaN,NaN,0.0,0.06,NaN,6.7,NaN,NaN,NaN,0.34,0.74,12.0
mdPCTfS2atDhTAB99,Platinum OG kush,Flower,2018-02-09,2018-02-09,12,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.03,0.0,0.34,0.36,0.0,0.04,0.11,0.0,0.0,NaN,0.72,0.01,23.84,0.01,0.01,0.01,0.01,NaN,NaN,0.39,0.17,0.01,10.28
mg9SWHab2xr8PfqFC,P. Goji #2,Flower,2016-04-20,2016-04-19,4,NaN,NaN,0.0,0.02,NaN,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.07,0.1,0.16,0.0,0.35,0.05,0.04,0.13,0.49,0.0,0.0,NaN,19.9,NaN,NaN,0.12,0.16,NaN,0.71,NaN,NaN,NaN,0.63,0.28,11.0
mgjsBypssLJT3Zw32,CGB 2,Flower,2016-02-04,2016-02-02,240,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.01,0.17,0.05,0.0,0.37,0.8,0.0,0.06,0.35,0.0,0.0,NaN,15.6,NaN,NaN,0.15,0.02,NaN,0.0,NaN,NaN,NaN,0.22,0.04,11.0
mjgFm5YC4qZB4R3qP,Zamaldelica,Flower,2016-04-12,2016-04-11,42,NaN,NaN,0.0,0.01,NaN,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.23,0.0,0.03,0.05,0.01,0.1,0.22,0.1,0.08,0.06,0.01,0.0,NaN,19.5,NaN,NaN,0.15,0.22,NaN,0.37,NaN,NaN,NaN,2.03,0.39,12.0
mjrqoJJpEpC2nDMom,Sour Tangie,Flower,2017-04-04,2017-04-01,189,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.02,0.15,0.0,0.0,NaN,15.6,NaN,NaN,0.08,0.11,NaN,0.14,NaN,NaN,NaN,0.66,0.16,13.0
mjvu56dwkZN6tCbqY,Ice Cream #1,Flower,2016-12-05,2016-12-02,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.04,0.22,0.0,0.11,0.06,0.0,0.0,NaN,2.6,NaN,NaN,0.0,0.11,NaN,4.4,NaN,NaN,NaN,0.21,0.25,14.0
mmo4y6YwCkrtbr3jg,Michigan Workz Wi-Fi OG,Flower,2016-07-25,2016-07-23,12,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.09,0.04,0.0,0.25,0.26,0.0,0.05,0.32,0.0,0.0,NaN,21.9,NaN,NaN,0.13,0.16,NaN,0.18,NaN,NaN,NaN,0.4,0.28,12.0
mnKqZjCjYpAxtGEiZ,Chem 91,Flower,2016-12-05,2016-12-02,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.04,0.0,0.09,0.02,0.05,0.47,0.42,0.17,0.26,0.0,0.0,NaN,21.0,NaN,NaN,0.2,0.07,NaN,0.15,NaN,NaN,NaN,1.93,0.22,13.0
mtFMcHdrwSqYazEGE,AC/DC x Querkle #2,Flower,2016-04-12,2016-04-11,42,NaN,NaN,0.0,0.01,NaN,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.0,0.0,0.07,0.03,0.28,0.0,0.1,1.24,0.18,0.09,0.05,0.0,0.0,NaN,8.8,NaN,NaN,0.11,0.2,NaN,10.48,NaN,NaN,NaN,0.89,0.82,9.0
n24XXiDHfbDdYiSL9,Kandy Kush,Flower,2016-05-17,2016-05-16,152,NaN,NaN,0.0,0.07,NaN,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.04,0.08,0.04,0.0,0.25,0.12,0.02,0.08,0.47,0.0,0.0,NaN,17.3,NaN,NaN,0.08,0.21,NaN,0.31,NaN,NaN,NaN,0.38,0.43,23.0
n2CQTwS9AhoqgbfJL,Tangie,Flower,2015-08-12,2015-08-11,106,NaN,NaN,0.0,0.03,NaN,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.07,0.09,0.33,0.0,0.29,0.83,0.01,0.18,0.14,0.0,0.0,NaN,28.5,NaN,NaN,0.08,0.07,NaN,0.03,NaN,NaN,NaN,1.19,0.14,12.0
n5d3CxnpZkqjmFrNo,Pineapple Skunk C.17.2,Flower,2017-06-13,2017-06-13,127,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.01,0.01,0.0,0.14,0.34,0.0,0.03,0.15,0.0,0.0,NaN,0.58,0.01,26.17,0.01,0.01,0.18,0.01,NaN,NaN,1.22,0.19,0.01,9.43
n7ScB5YqJYzQ5wLtz,Sour Diesel,Flower,2017-04-17,2017-04-15,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.03,0.03,0.0,0.16,0.18,0.0,0.06,0.33,0.0,0.0,NaN,21.5,NaN,NaN,0.12,0.11,NaN,0.14,NaN,NaN,NaN,0.89,0.3,9.0
n89j7kiQXjBpDdrZJ,UK Cheese,Flower,2017-01-19,2017-01-17,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.08,0.06,0.21,0.0,0.43,1.78,0.0,0.09,0.21,0.0,0.0,NaN,18.7,NaN,NaN,0.12,0.07,NaN,0.17,NaN,NaN,NaN,0.54,0.21,12.0
nAaD7sYnNxjqCuPwE,Critical Mass - Control Group MLG-50,Flower,2016-09-12,2016-09-10,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.01,0.0,0.08,0.1,0.0,0.02,0.06,0.0,0.0,NaN,16.8,NaN,NaN,0.14,0.1,NaN,0.13,NaN,NaN,NaN,1.06,0.18,14.0
nAchtuWDsJj9HKEJg,Peanut Butter Breath,Flower,2017-11-11,2017-11-11,148,0.0,0.0,NaN,NaN,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.04,0.13,0.02,0.0,0.39,0.14,0.0,0.02,0.12,0.0,0.0,NaN,1.35,0.01,15.89,0.01,0.01,0.01,0.01,NaN,NaN,0.9,0.08,0.03,9.21
nCeZkz8arCTTwLoXx,Pucker OG,Flower,2018-02-09,2018-02-09,178,0.0,0.0,NaN,NaN,NaN,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.03,0.04,0.05,0.0,0.1,0.93,0.09,0.05,0.21,0.0,0.0,NaN,0.88,0.01,27.59,0.01,0.01,0.01,0.01,NaN,NaN,1.4,0.13,0.01,11.37
nCqr4KLW9DpP2gGsb,Legend OG,Flower,2016-02-19,2016-02-19,196,NaN,NaN,0.01,0.0,NaN,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.03,0.1,0.06,0.0,0.33,0.8,0.0,0.11,0.42,0.0,0.0,NaN,24.7,NaN,NaN,0.08,0.03,NaN,0.01,NaN,NaN,NaN,0.59,0.14,13.0
nP48vyHCrFHHqrDr2,Drizella #7,Flower,2018-02-05,2018-02-05,241,0.0,0.0,NaN,NaN,NaN,0.03,0.02,0.0,0.0,0.0,0.09,0.0,0.04,0.0,0.3,0.0,0.07,0.07,0.03,0.16,0.06,0.18,0.1,0.09,0.02,0.01,NaN,0.82,0.01,22.31,0.01,0.01,0.01,0.01,NaN,NaN,2.38,0.14,0.01,11.1
nYmRNX5WPEFybtAax,Power Africa,Flower,2015-06-23,2015-06-18,96,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,0.05,0.1,0.0,0.17,0.46,0.0,0.0,0.12,0.0,0.0,NaN,18.5,NaN,NaN,0.06,0.03,NaN,0.01,NaN,NaN,NaN,0.09,0.07,10.0
ne3adSoQxQmaa8iD4,Mineola-cd,Flower,2017-12-20,2017-12-20,NaN,0.0,0.0,NaN,NaN,NaN,0.05,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.65,0.03,0.03,0.08,0.05,0.06,0.25,0.17,0.13,0.19,0.04,0.0,NaN,0.36,0.01,16.6,0.01,0.01,0.01,0.01,NaN,NaN,0.34,0.01,0.0,13.67
niFcAnv3gNGYu35ww,Gorilla Glue #4,Flower,2016-11-24,2016-11-22,5,NaN,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.18,0.03,0.0,0.54,0.15,0.0,0.03,0.43,0.0,0.0,NaN,20.5,NaN,NaN,0.0,0.09,NaN,0.0,NaN,NaN,NaN,0.57,0.21,13.0
npSDpo4nLBp2cY5KF,Bubba Kush - BX3,Flower,2015-11-23,2015-11-23,NaN,NaN,NaN,0.0,0.0,NaN,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.1,0.02,0.0,0.33,0.01,0.0,0.03,0.21,0.0,0.0,NaN,14.6,NaN,NaN,0.01,0.02,NaN,0.01,NaN,NaN,NaN,0.15,0.07,16.0
